[Hz],Trace1[V]
4.452000000E+08,2.39121E-04
4.452000000E+08,1.50305E-03
4.454000000E+08,5.12403E-04
4.454000000E+08,1.60553E-03
4.456000000E+08,6.49044E-04
4.456000000E+08,1.67385E-03
4.458000000E+08,8.54005E-04
4.458000000E+08,3.34770E-03
4.460000000E+08,9.90645E-04
4.460000000E+08,3.96258E-03
4.462000000E+08,1.60553E-03
4.462000000E+08,4.74827E-03
4.464000000E+08,2.35705E-03
4.464000000E+08,4.78243E-03
4.466000000E+08,2.22041E-03
4.466000000E+08,4.74827E-03
4.468000000E+08,3.79178E-03
4.468000000E+08,4.78243E-03
4.470000000E+08,2.66449E-03
4.470000000E+08,4.85075E-03
4.472000000E+08,2.45953E-03
4.472000000E+08,4.85075E-03
4.474000000E+08,1.67385E-03
4.474000000E+08,4.71411E-03
4.476000000E+08,1.12729E-03
4.476000000E+08,3.51850E-03
4.478000000E+08,4.44082E-04
4.478000000E+08,3.34770E-03
4.480000000E+08,3.07442E-04
4.480000000E+08,1.02481E-03
4.482000000E+08,2.73282E-04
4.482000000E+08,9.90645E-04
4.484000000E+08,2.73282E-04
4.484000000E+08,8.88165E-04
4.486000000E+08,2.39121E-04
4.486000000E+08,1.16145E-03
4.488000000E+08,2.39121E-04
4.488000000E+08,8.54005E-04
4.490000000E+08,2.73282E-04
4.490000000E+08,6.49044E-04
4.492000000E+08,2.04961E-04
4.492000000E+08,5.46563E-04
4.494000000E+08,2.04961E-04
4.494000000E+08,5.46563E-04
4.496000000E+08,2.04961E-04
4.496000000E+08,7.17364E-04
4.498000000E+08,2.73282E-04
4.498000000E+08,6.49044E-04
4.500000000E+08,1.70801E-04
4.500000000E+08,6.83204E-04
4.502000000E+08,2.73282E-04
4.502000000E+08,7.51524E-04
4.504000000E+08,3.07442E-04
4.504000000E+08,7.85684E-04
4.506000000E+08,2.73282E-04
4.506000000E+08,9.22325E-04
4.508000000E+08,3.07442E-04
4.508000000E+08,1.60553E-03
4.510000000E+08,5.46563E-04
4.510000000E+08,1.70801E-03
4.512000000E+08,5.12403E-04
4.512000000E+08,3.34770E-03
4.514000000E+08,8.54005E-04
4.514000000E+08,2.80114E-03
4.516000000E+08,9.22325E-04
4.516000000E+08,3.14274E-03
4.518000000E+08,8.54005E-04
4.518000000E+08,4.95323E-03
4.520000000E+08,1.87881E-03
4.520000000E+08,6.93452E-03
4.522000000E+08,3.89426E-03
4.522000000E+08,7.44692E-03
4.524000000E+08,3.86010E-03
4.524000000E+08,7.37860E-03
4.526000000E+08,4.64579E-03
4.526000000E+08,7.41276E-03
4.528000000E+08,5.26067E-03
4.528000000E+08,7.37860E-03
4.530000000E+08,2.80114E-03
4.530000000E+08,7.13948E-03
4.532000000E+08,1.81049E-03
4.532000000E+08,7.00284E-03
4.534000000E+08,1.02481E-03
4.534000000E+08,5.84139E-03
4.536000000E+08,9.22325E-04
4.536000000E+08,4.88491E-03
4.538000000E+08,4.78243E-04
4.538000000E+08,2.15209E-03
4.540000000E+08,6.14883E-04
4.540000000E+08,1.87881E-03
4.542000000E+08,4.44082E-04
4.542000000E+08,2.35705E-03
4.544000000E+08,4.44082E-04
4.544000000E+08,1.74217E-03
4.546000000E+08,3.07442E-04
4.546000000E+08,9.56485E-04
4.548000000E+08,3.75762E-04
4.548000000E+08,9.56485E-04
4.550000000E+08,3.07442E-04
4.550000000E+08,8.88165E-04
4.552000000E+08,3.07442E-04
4.552000000E+08,7.51524E-04
4.554000000E+08,2.73282E-04
4.554000000E+08,5.80723E-04
4.556000000E+08,2.39121E-04
4.556000000E+08,6.83204E-04
4.558000000E+08,3.07442E-04
4.558000000E+08,7.51524E-04
4.560000000E+08,3.07442E-04
4.560000000E+08,7.85684E-04
4.562000000E+08,2.39121E-04
4.562000000E+08,7.51524E-04
4.564000000E+08,2.73282E-04
4.564000000E+08,9.22325E-04
4.566000000E+08,3.41602E-04
4.566000000E+08,1.05897E-03
4.568000000E+08,3.07442E-04
4.568000000E+08,1.12729E-03
4.570000000E+08,4.44082E-04
4.570000000E+08,1.81049E-03
4.572000000E+08,2.73282E-04
4.572000000E+08,1.22977E-03
4.574000000E+08,5.46563E-04
4.574000000E+08,2.45953E-03
4.576000000E+08,1.09313E-03
4.576000000E+08,4.20170E-03
4.578000000E+08,1.63969E-03
4.578000000E+08,6.14883E-03
4.580000000E+08,1.94713E-03
4.580000000E+08,6.55876E-03
4.582000000E+08,1.63969E-03
4.582000000E+08,7.10532E-03
4.584000000E+08,1.70801E-03
4.584000000E+08,7.20780E-03
4.586000000E+08,1.91297E-03
4.586000000E+08,7.17364E-03
4.588000000E+08,2.11793E-03
4.588000000E+08,7.95932E-03
4.590000000E+08,4.44082E-03
4.590000000E+08,8.13012E-03
4.592000000E+08,3.86010E-03
4.592000000E+08,7.68604E-03
4.594000000E+08,9.56485E-04
4.594000000E+08,6.28547E-03
4.596000000E+08,7.51524E-04
4.596000000E+08,4.64579E-03
4.598000000E+08,5.80723E-04
4.598000000E+08,2.59617E-03
4.600000000E+08,6.14883E-04
4.600000000E+08,3.00610E-03
4.602000000E+08,5.12403E-04
4.602000000E+08,1.67385E-03
4.604000000E+08,6.83204E-04
4.604000000E+08,3.68930E-03
4.606000000E+08,4.09922E-04
4.606000000E+08,1.60553E-03
4.608000000E+08,3.41602E-04
4.608000000E+08,1.19561E-03
4.610000000E+08,2.73282E-04
4.610000000E+08,8.88165E-04
4.612000000E+08,3.41602E-04
4.612000000E+08,8.19845E-04
4.614000000E+08,3.07442E-04
4.614000000E+08,8.19845E-04
4.616000000E+08,2.39121E-04
4.616000000E+08,7.17364E-04
4.618000000E+08,2.73282E-04
4.618000000E+08,6.83204E-04
4.620000000E+08,1.70801E-04
4.620000000E+08,5.46563E-04
4.622000000E+08,2.04961E-04
4.622000000E+08,5.46563E-04
4.624000000E+08,2.39121E-04
4.624000000E+08,5.46563E-04
4.626000000E+08,2.04961E-04
4.626000000E+08,5.80723E-04
4.628000000E+08,2.73282E-04
4.628000000E+08,6.83204E-04
4.630000000E+08,2.39121E-04
4.630000000E+08,5.80723E-04
4.632000000E+08,2.39121E-04
4.632000000E+08,8.19845E-04
4.634000000E+08,2.73282E-04
4.634000000E+08,7.51524E-04
4.636000000E+08,2.73282E-04
4.636000000E+08,9.90645E-04
4.638000000E+08,4.78243E-04
4.638000000E+08,1.91297E-03
4.640000000E+08,5.12403E-04
4.640000000E+08,1.98129E-03
4.642000000E+08,4.44082E-04
4.642000000E+08,3.24522E-03
4.644000000E+08,1.46889E-03
4.644000000E+08,3.51850E-03
4.646000000E+08,1.53721E-03
4.646000000E+08,3.14274E-03
4.648000000E+08,1.94713E-03
4.648000000E+08,3.55266E-03
4.650000000E+08,2.63033E-03
4.650000000E+08,3.62098E-03
4.652000000E+08,2.25457E-03
4.652000000E+08,3.65514E-03
4.654000000E+08,1.36641E-03
4.654000000E+08,3.38186E-03
4.656000000E+08,1.05897E-03
4.656000000E+08,3.04026E-03
4.658000000E+08,4.78243E-04
4.658000000E+08,2.22041E-03
4.660000000E+08,4.78243E-04
4.660000000E+08,1.67385E-03
4.662000000E+08,2.39121E-04
4.662000000E+08,9.22325E-04
4.664000000E+08,1.70801E-04
4.664000000E+08,9.90645E-04
4.666000000E+08,3.07442E-04
4.666000000E+08,1.05897E-03
4.668000000E+08,2.04961E-04
4.668000000E+08,6.83204E-04
4.670000000E+08,2.04961E-04
4.670000000E+08,4.44082E-04
4.672000000E+08,1.36641E-04
4.672000000E+08,4.09922E-04
4.674000000E+08,2.04961E-04
4.674000000E+08,4.44082E-04
4.676000000E+08,1.36641E-04
4.676000000E+08,4.44082E-04
4.678000000E+08,1.70801E-04
4.678000000E+08,4.09922E-04
4.680000000E+08,1.70801E-04
4.680000000E+08,4.09922E-04
4.682000000E+08,1.36641E-04
4.682000000E+08,4.78243E-04
4.684000000E+08,1.70801E-04
4.684000000E+08,5.46563E-04
4.686000000E+08,2.04961E-04
4.686000000E+08,5.80723E-04
4.688000000E+08,2.04961E-04
4.688000000E+08,6.14883E-04
4.690000000E+08,2.73282E-04
4.690000000E+08,6.83204E-04
4.692000000E+08,3.41602E-04
4.692000000E+08,1.02481E-03
4.694000000E+08,2.73282E-04
4.694000000E+08,9.90645E-04
4.696000000E+08,4.09922E-04
4.696000000E+08,1.81049E-03
4.698000000E+08,4.78243E-04
4.698000000E+08,1.81049E-03
4.700000000E+08,6.49044E-04
4.700000000E+08,3.10858E-03
4.702000000E+08,1.05897E-03
4.702000000E+08,3.45018E-03
4.704000000E+08,2.01545E-03
4.704000000E+08,4.23586E-03
4.706000000E+08,2.42537E-03
4.706000000E+08,4.33834E-03
4.708000000E+08,3.00610E-03
4.708000000E+08,4.13338E-03
4.710000000E+08,1.87881E-03
4.710000000E+08,4.16754E-03
4.712000000E+08,6.83204E-04
4.712000000E+08,2.83530E-03
4.714000000E+08,7.17364E-04
4.714000000E+08,3.04026E-03
4.716000000E+08,8.19845E-04
4.716000000E+08,1.94713E-03
4.718000000E+08,6.83204E-04
4.718000000E+08,2.56201E-03
4.720000000E+08,3.75762E-04
4.720000000E+08,1.33225E-03
4.722000000E+08,2.39121E-04
4.722000000E+08,1.53721E-03
4.724000000E+08,2.39121E-04
4.724000000E+08,8.54005E-04
4.726000000E+08,3.41602E-04
4.726000000E+08,9.56485E-04
4.728000000E+08,2.39121E-04
4.728000000E+08,8.54005E-04
4.730000000E+08,2.04961E-04
4.730000000E+08,6.14883E-04
4.732000000E+08,1.70801E-04
4.732000000E+08,5.46563E-04
4.734000000E+08,2.04961E-04
4.734000000E+08,4.78243E-04
4.736000000E+08,1.70801E-04
4.736000000E+08,4.78243E-04
4.738000000E+08,2.04961E-04
4.738000000E+08,5.46563E-04
4.740000000E+08,1.70801E-04
4.740000000E+08,5.12403E-04
4.742000000E+08,2.04961E-04
4.742000000E+08,4.78243E-04
4.744000000E+08,1.70801E-04
4.744000000E+08,6.49044E-04
4.746000000E+08,2.04961E-04
4.746000000E+08,6.49044E-04
4.748000000E+08,2.39121E-04
4.748000000E+08,6.49044E-04
4.750000000E+08,2.73282E-04
4.750000000E+08,6.14883E-04
4.752000000E+08,3.07442E-04
4.752000000E+08,1.22977E-03
4.754000000E+08,4.78243E-04
4.754000000E+08,1.77633E-03
4.756000000E+08,4.09922E-04
4.756000000E+08,5.05571E-03
4.758000000E+08,6.49044E-04
4.758000000E+08,3.86010E-03
4.760000000E+08,7.17364E-04
4.760000000E+08,4.13338E-03
4.762000000E+08,1.16145E-03
4.762000000E+08,3.96258E-03
4.764000000E+08,2.22041E-03
4.764000000E+08,6.08051E-03
4.766000000E+08,2.11793E-03
4.766000000E+08,5.94387E-03
4.768000000E+08,4.30418E-03
4.768000000E+08,6.28547E-03
4.770000000E+08,4.09922E-03
4.770000000E+08,6.45628E-03
4.772000000E+08,4.23586E-03
4.772000000E+08,6.28547E-03
4.774000000E+08,3.10858E-03
4.774000000E+08,6.25131E-03
4.776000000E+08,1.46889E-03
4.776000000E+08,5.63643E-03
4.778000000E+08,1.29809E-03
4.778000000E+08,4.95323E-03
4.780000000E+08,1.53721E-03
4.780000000E+08,4.33834E-03
4.782000000E+08,7.85684E-04
4.782000000E+08,4.23586E-03
4.784000000E+08,5.46563E-04
4.784000000E+08,1.81049E-03
4.786000000E+08,3.75762E-04
4.786000000E+08,1.57137E-03
4.788000000E+08,3.75762E-04
4.788000000E+08,1.16145E-03
4.790000000E+08,2.73282E-04
4.790000000E+08,8.54005E-04
4.792000000E+08,1.70801E-04
4.792000000E+08,6.49044E-04
4.794000000E+08,1.70801E-04
4.794000000E+08,5.80723E-04
4.796000000E+08,2.04961E-04
4.796000000E+08,6.14883E-04
4.798000000E+08,2.04961E-04
4.798000000E+08,5.80723E-04
4.800000000E+08,1.70801E-04
4.800000000E+08,4.78243E-04
4.802000000E+08,1.70801E-04
4.802000000E+08,5.80723E-04
4.804000000E+08,1.70801E-04
4.804000000E+08,4.09922E-04
4.806000000E+08,1.02481E-04
4.806000000E+08,3.41602E-04
4.808000000E+08,1.70801E-04
4.808000000E+08,4.78243E-04
4.810000000E+08,1.36641E-04
4.810000000E+08,5.12403E-04
4.812000000E+08,1.02481E-04
4.812000000E+08,6.49044E-04
4.814000000E+08,1.70801E-04
4.814000000E+08,5.12403E-04
4.816000000E+08,2.04961E-04
4.816000000E+08,7.51524E-04
4.818000000E+08,3.75762E-04
4.818000000E+08,1.05897E-03
4.820000000E+08,3.41602E-04
4.820000000E+08,1.22977E-03
4.822000000E+08,3.75762E-04
4.822000000E+08,1.94713E-03
4.824000000E+08,1.12729E-03
4.824000000E+08,1.98129E-03
4.826000000E+08,1.09313E-03
4.826000000E+08,1.98129E-03
4.828000000E+08,1.05897E-03
4.828000000E+08,1.94713E-03
4.830000000E+08,6.83204E-04
4.830000000E+08,1.87881E-03
4.832000000E+08,8.88165E-04
4.832000000E+08,1.81049E-03
4.834000000E+08,2.39121E-04
4.834000000E+08,1.63969E-03
4.836000000E+08,4.09922E-04
4.836000000E+08,1.05897E-03
4.838000000E+08,2.73282E-04
4.838000000E+08,9.22325E-04
4.840000000E+08,2.39121E-04
4.840000000E+08,7.51524E-04
4.842000000E+08,2.04961E-04
4.842000000E+08,4.09922E-04
4.844000000E+08,1.70801E-04
4.844000000E+08,4.44082E-04
4.846000000E+08,1.70801E-04
4.846000000E+08,4.09922E-04
4.848000000E+08,1.36641E-04
4.848000000E+08,3.75762E-04
4.850000000E+08,1.70801E-04
4.850000000E+08,4.44082E-04
4.852000000E+08,1.36641E-04
4.852000000E+08,3.75762E-04
4.854000000E+08,1.36641E-04
4.854000000E+08,3.75762E-04
4.856000000E+08,1.70801E-04
4.856000000E+08,4.09922E-04
4.858000000E+08,1.70801E-04
4.858000000E+08,4.44082E-04
4.860000000E+08,1.36641E-04
4.860000000E+08,4.44082E-04
4.862000000E+08,1.70801E-04
4.862000000E+08,4.44082E-04
4.864000000E+08,2.04961E-04
4.864000000E+08,5.12403E-04
4.866000000E+08,2.04961E-04
4.866000000E+08,6.14883E-04
4.868000000E+08,2.04961E-04
4.868000000E+08,5.80723E-04
4.870000000E+08,3.07442E-04
4.870000000E+08,9.56485E-04
4.872000000E+08,3.07442E-04
4.872000000E+08,1.57137E-03
4.874000000E+08,5.46563E-04
4.874000000E+08,1.77633E-03
4.876000000E+08,5.46563E-04
4.876000000E+08,1.53721E-03
4.878000000E+08,5.46563E-04
4.878000000E+08,2.01545E-03
4.880000000E+08,6.49044E-04
4.880000000E+08,2.76698E-03
4.882000000E+08,5.80723E-04
4.882000000E+08,5.19235E-03
4.884000000E+08,2.11793E-03
4.884000000E+08,6.38796E-03
4.886000000E+08,3.82594E-03
4.886000000E+08,6.35379E-03
4.888000000E+08,4.85075E-03
4.888000000E+08,6.31963E-03
4.890000000E+08,3.34770E-03
4.890000000E+08,6.35379E-03
4.892000000E+08,3.38186E-03
4.892000000E+08,6.28547E-03
4.894000000E+08,2.66449E-03
4.894000000E+08,6.01219E-03
4.896000000E+08,1.63969E-03
4.896000000E+08,5.77307E-03
4.898000000E+08,2.22041E-03
4.898000000E+08,5.77307E-03
4.900000000E+08,9.22325E-04
4.900000000E+08,4.81659E-03
4.902000000E+08,8.88165E-04
4.902000000E+08,3.27938E-03
4.904000000E+08,7.17364E-04
4.904000000E+08,2.80114E-03
4.906000000E+08,5.12403E-04
4.906000000E+08,1.50305E-03
4.908000000E+08,4.09922E-04
4.908000000E+08,1.09313E-03
4.910000000E+08,2.73282E-04
4.910000000E+08,8.54005E-04
4.912000000E+08,2.73282E-04
4.912000000E+08,6.49044E-04
4.914000000E+08,2.39121E-04
4.914000000E+08,5.80723E-04
4.916000000E+08,2.39121E-04
4.916000000E+08,6.14883E-04
4.918000000E+08,1.70801E-04
4.918000000E+08,5.46563E-04
4.920000000E+08,1.36641E-04
4.920000000E+08,4.44082E-04
4.922000000E+08,1.36641E-04
4.922000000E+08,4.44082E-04
4.924000000E+08,2.04961E-04
4.924000000E+08,5.12403E-04
4.926000000E+08,1.70801E-04
4.926000000E+08,4.78243E-04
4.928000000E+08,2.04961E-04
4.928000000E+08,5.80723E-04
4.930000000E+08,2.04961E-04
4.930000000E+08,6.14883E-04
4.932000000E+08,2.39121E-04
4.932000000E+08,8.19845E-04
4.934000000E+08,3.75762E-04
4.934000000E+08,1.26393E-03
4.936000000E+08,3.07442E-04
4.936000000E+08,1.60553E-03
4.938000000E+08,3.75762E-04
4.938000000E+08,3.27938E-03
4.940000000E+08,8.54005E-04
4.940000000E+08,3.58682E-03
4.942000000E+08,7.85684E-04
4.942000000E+08,3.17690E-03
4.944000000E+08,8.88165E-04
4.944000000E+08,3.27938E-03
4.946000000E+08,1.29809E-03
4.946000000E+08,4.09922E-03
4.948000000E+08,1.98129E-03
4.948000000E+08,3.96258E-03
4.950000000E+08,1.87881E-03
4.950000000E+08,3.96258E-03
4.952000000E+08,2.28873E-03
4.952000000E+08,3.75762E-03
4.954000000E+08,1.29809E-03
4.954000000E+08,3.45018E-03
4.956000000E+08,6.83204E-04
4.956000000E+08,3.41602E-03
4.958000000E+08,6.49044E-04
4.958000000E+08,2.66449E-03
4.960000000E+08,6.14883E-04
4.960000000E+08,2.49369E-03
4.962000000E+08,3.75762E-04
4.962000000E+08,1.70801E-03
4.964000000E+08,3.07442E-04
4.964000000E+08,1.53721E-03
4.966000000E+08,3.07442E-04
4.966000000E+08,1.29809E-03
4.968000000E+08,3.07442E-04
4.968000000E+08,8.19845E-04
4.970000000E+08,2.73282E-04
4.970000000E+08,8.88165E-04
4.972000000E+08,1.36641E-04
4.972000000E+08,1.05897E-03
4.974000000E+08,1.70801E-04
4.974000000E+08,5.80723E-04
4.976000000E+08,1.02481E-04
4.976000000E+08,4.09922E-04
4.978000000E+08,1.70801E-04
4.978000000E+08,4.09922E-04
4.980000000E+08,1.70801E-04
4.980000000E+08,4.09922E-04
4.982000000E+08,1.70801E-04
4.982000000E+08,3.75762E-04
4.984000000E+08,1.36641E-04
4.984000000E+08,4.09922E-04
4.986000000E+08,1.02481E-04
4.986000000E+08,3.41602E-04
4.988000000E+08,1.70801E-04
4.988000000E+08,3.75762E-04
4.990000000E+08,1.70801E-04
4.990000000E+08,4.09922E-04
4.992000000E+08,2.04961E-04
4.992000000E+08,4.78243E-04
4.994000000E+08,2.39121E-04
4.994000000E+08,6.83204E-04
4.996000000E+08,3.07442E-04
4.996000000E+08,7.51524E-04
4.998000000E+08,2.04961E-04
4.998000000E+08,9.90645E-04
5.000000000E+08,2.39121E-04
5.000000000E+08,8.19845E-04
5.002000000E+08,3.07442E-04
5.002000000E+08,1.50305E-03
5.004000000E+08,3.07442E-04
5.004000000E+08,1.29809E-03
5.006000000E+08,5.12403E-04
5.006000000E+08,2.56201E-03
5.008000000E+08,1.36641E-03
5.008000000E+08,3.24522E-03
5.010000000E+08,1.50305E-03
5.010000000E+08,3.51850E-03
5.012000000E+08,1.87881E-03
5.012000000E+08,3.21106E-03
5.014000000E+08,1.84465E-03
5.014000000E+08,3.38186E-03
5.016000000E+08,1.84465E-03
5.016000000E+08,3.41602E-03
5.018000000E+08,1.33225E-03
5.018000000E+08,3.27938E-03
5.020000000E+08,9.56485E-04
5.020000000E+08,2.97194E-03
5.022000000E+08,8.54005E-04
5.022000000E+08,2.59617E-03
5.024000000E+08,7.51524E-04
5.024000000E+08,2.28873E-03
5.026000000E+08,4.09922E-04
5.026000000E+08,1.74217E-03
5.028000000E+08,2.39121E-04
5.028000000E+08,1.29809E-03
5.030000000E+08,2.04961E-04
5.030000000E+08,6.83204E-04
5.032000000E+08,2.39121E-04
5.032000000E+08,4.78243E-04
5.034000000E+08,2.04961E-04
5.034000000E+08,5.12403E-04
5.036000000E+08,2.39121E-04
5.036000000E+08,5.12403E-04
5.038000000E+08,1.36641E-04
5.038000000E+08,5.12403E-04
5.040000000E+08,2.39121E-04
5.040000000E+08,5.46563E-04
5.042000000E+08,2.39121E-04
5.042000000E+08,6.14883E-04
5.044000000E+08,2.39121E-04
5.044000000E+08,6.49044E-04
5.046000000E+08,3.07442E-04
5.046000000E+08,7.17364E-04
5.048000000E+08,2.04961E-04
5.048000000E+08,7.51524E-04
5.050000000E+08,2.73282E-04
5.050000000E+08,8.54005E-04
5.052000000E+08,2.73282E-04
5.052000000E+08,8.19845E-04
5.054000000E+08,3.41602E-04
5.054000000E+08,9.22325E-04
5.056000000E+08,3.75762E-04
5.056000000E+08,1.36641E-03
5.058000000E+08,4.09922E-04
5.058000000E+08,1.70801E-03
5.060000000E+08,5.12403E-04
5.060000000E+08,2.56201E-03
5.062000000E+08,5.80723E-04
5.062000000E+08,6.08051E-03
5.064000000E+08,1.40057E-03
5.064000000E+08,6.25131E-03
5.066000000E+08,1.87881E-03
5.066000000E+08,7.13948E-03
5.068000000E+08,1.81049E-03
5.068000000E+08,7.31028E-03
5.070000000E+08,2.35705E-03
5.070000000E+08,6.66124E-03
5.072000000E+08,2.80114E-03
5.072000000E+08,7.03700E-03
5.074000000E+08,4.54331E-03
5.074000000E+08,7.34444E-03
5.076000000E+08,4.95323E-03
5.076000000E+08,7.24196E-03
5.078000000E+08,2.76698E-03
5.078000000E+08,7.24196E-03
5.080000000E+08,2.45953E-03
5.080000000E+08,6.55876E-03
5.082000000E+08,1.50305E-03
5.082000000E+08,6.25131E-03
5.084000000E+08,9.90645E-04
5.084000000E+08,5.05571E-03
5.086000000E+08,6.83204E-04
5.086000000E+08,4.95323E-03
5.088000000E+08,6.49044E-04
5.088000000E+08,2.73282E-03
5.090000000E+08,6.49044E-04
5.090000000E+08,2.08377E-03
5.092000000E+08,5.80723E-04
5.092000000E+08,2.04961E-03
5.094000000E+08,6.14883E-04
5.094000000E+08,4.06506E-03
5.096000000E+08,4.44082E-04
5.096000000E+08,1.63969E-03
5.098000000E+08,4.44082E-04
5.098000000E+08,2.18625E-03
5.100000000E+08,3.07442E-04
5.100000000E+08,8.88165E-04
5.102000000E+08,3.41602E-04
5.102000000E+08,8.54005E-04
5.104000000E+08,2.73282E-04
5.104000000E+08,7.51524E-04
5.106000000E+08,2.04961E-04
5.106000000E+08,7.17364E-04
5.108000000E+08,2.04961E-04
5.108000000E+08,6.14883E-04
5.110000000E+08,3.07442E-04
5.110000000E+08,7.85684E-04
5.112000000E+08,2.73282E-04
5.112000000E+08,7.51524E-04
5.114000000E+08,3.41602E-04
5.114000000E+08,1.16145E-03
5.116000000E+08,3.75762E-04
5.116000000E+08,9.90645E-04
5.118000000E+08,4.44082E-04
5.118000000E+08,1.22977E-03
5.120000000E+08,6.83204E-04
5.120000000E+08,3.68930E-03
